D,NN_z0.5,NN_z1.0,NN_z2.0,NN_z4.0,NN_z7.0,NN_z11.0,PBE_z0.5,PBE_z1.0,PBE_z2.0,PBE_z4.0,PBE_z7.0,PBE_z11.0
9.28000000e+00,2.40275222e-05,9.48885136e-05,3.11897515e-04,9.09299299e-04,1.34077994e-03,1.60804531e-03,1.52153130e-05,9.18687662e-05,3.26957421e-04,8.87398876e-04,1.35502345e-03,1.48814933e-03
9.30000000e+00,2.30059177e-05,9.14915436e-05,2.98688625e-04,8.71479977e-04,1.28700130e-03,1.54234096e-03,1.46283299e-05,8.83247176e-05,3.14345418e-04,8.53175492e-04,1.30277409e-03,1.43076919e-03
9.32000000e+00,2.20061011e-05,8.81415108e-05,2.85736256e-04,8.34251288e-04,1.23405748e-03,1.47796248e-03,1.40529676e-05,8.48508237e-05,3.01982984e-04,8.19628803e-04,1.25155721e-03,1.37452275e-03
9.34000000e+00,2.10285907e-05,8.48363561e-05,2.73041223e-04,7.97612011e-04,1.18194718e-03,1.41491706e-03,1.34889958e-05,8.14456960e-05,2.89865185e-04,7.86745443e-04,1.20135245e-03,1.31938763e-03
9.36000000e+00,2.00740997e-05,8.15741951e-05,2.60606583e-04,7.61572446e-04,1.13067904e-03,1.35320053e-03,1.29361893e-05,7.81079738e-05,2.77987181e-04,7.54512312e-04,1.15213984e-03,1.26534191e-03
9.38000000e+00,1.91433555e-05,7.83529831e-05,2.48434313e-04,7.26138416e-04,1.08026562e-03,1.29280635e-03,1.23943270e-05,7.48363231e-05,2.66344231e-04,7.22916569e-04,1.10389980e-03,1.21236412e-03
9.40000000e+00,1.82369513e-05,7.51718107e-05,2.36528140e-04,6.91324472e-04,1.03072100e-03,1.23373617e-03,1.18631922e-05,7.16294363e-05,2.54931685e-04,6.91945622e-04,1.05661316e-03,1.16043319e-03
9.42000000e+00,1.73556964e-05,7.20301032e-05,2.24893578e-04,6.57141616e-04,9.82057885e-04,1.17599149e-03,1.13425727e-05,6.84860319e-05,2.43744986e-04,6.61587132e-04,1.01026109e-03,1.10952846e-03
9.44000000e+00,1.65003530e-05,6.89276130e-05,2.13534397e-04,6.23608532e-04,9.34300246e-04,1.11958315e-03,1.08322603e-05,6.54048533e-05,2.32779668e-04,6.31829000e-04,9.64825148e-04,1.05962969e-03
9.46000000e+00,1.56715232e-05,6.58648933e-05,2.02455063e-04,5.90740645e-04,8.87467409e-04,1.06450601e-03,1.03320509e-05,6.23846692e-05,2.22031350e-04,6.02659367e-04,9.20287262e-04,1.01071703e-03
9.48000000e+00,1.48699091e-05,6.28430353e-05,1.91662155e-04,5.58558910e-04,8.41590925e-04,1.01077056e-03,9.84174467e-06,5.94242724e-05,2.11495742e-04,5.74066606e-04,8.76629706e-04,9.62771036e-04
9.50000000e+00,1.40960392e-05,5.98635888e-05,1.81161551e-04,5.27085329e-04,7.96695938e-04,9.58382152e-04,9.36114546e-06,5.65224797e-05,2.01168636e-04,5.46039322e-04,8.33835105e-04,9.15772624e-04
9.52000000e+00,1.33503036e-05,5.69287949e-05,1.70959363e-04,4.96345048e-04,7.52814696e-04,9.07352834e-04,8.89006115e-06,5.36781312e-05,1.91045907e-04,5.18566343e-04,7.91886427e-04,8.69703099e-04
9.54000000e+00,1.26330060e-05,5.40413130e-05,1.61061151e-04,4.66361118e-04,7.09977990e-04,8.57685867e-04,8.42830341e-06,5.08900901e-05,1.81123513e-04,4.91636717e-04,7.50766975e-04,8.24544131e-04
9.56000000e+00,1.19441384e-05,5.12038969e-05,1.51472734e-04,4.37162875e-04,6.68217486e-04,8.09384917e-04,7.97568762e-06,4.81572418e-05,1.71397491e-04,4.65239708e-04,7.10460379e-04,7.80277750e-04
9.58000000e+00,1.12835223e-05,4.84203301e-05,1.42199409e-04,4.08777123e-04,6.27568224e-04,7.62465526e-04,7.53203280e-06,4.54784941e-05,1.61863956e-04,4.39364793e-04,6.70950593e-04,7.36886340e-04
9.60000000e+00,1.06506650e-05,4.56936068e-05,1.33246431e-04,3.81231512e-04,5.88065071e-04,7.16926181e-04,7.09716158e-06,4.28527762e-05,1.52519101e-04,4.14001657e-04,6.32221888e-04,6.94352633e-04
9.62000000e+00,1.00447924e-05,4.30274704e-05,1.24616839e-04,3.54557444e-04,5.49737772e-04,6.72766357e-04,6.67090008e-06,4.02790386e-05,1.43359193e-04,3.89140185e-04,5.94258843e-04,6.52659699e-04
9.64000000e+00,9.46466207e-06,4.04251150e-05,1.16313524e-04,3.28784430e-04,5.12617698e-04,6.29986054e-04,6.25307787e-06,3.77562523e-05,1.34380572e-04,3.64770465e-04,5.57046341e-04,6.11790942e-04
9.66000000e+00,8.90872889e-06,3.78890581e-05,1.08337874e-04,3.03941371e-04,4.76732152e-04,5.88570547e-04,5.84352788e-06,3.52834091e-05,1.25579654e-04,3.40882778e-04,5.20569562e-04,5.71730094e-04
9.68000000e+00,8.37494827e-06,3.54213589e-05,1.00688703e-04,2.80054664e-04,4.42103483e-04,5.48498763e-04,5.44208637e-06,3.28595203e-05,1.16952922e-04,3.17467600e-04,4.84813979e-04,5.32461205e-04
9.70000000e+00,7.86085275e-06,3.30228213e-05,9.33629926e-05,2.57148757e-04,4.08742810e-04,5.09737525e-04,5.04859282e-06,3.04836170e-05,1.08496931e-04,2.94515592e-04,4.49765353e-04,4.93968640e-04
9.72000000e+00,7.36343509e-06,3.06928050e-05,8.63546375e-05,2.35245403e-04,3.76656040e-04,4.72238316e-04,4.66288989e-06,2.81547496e-05,1.00208301e-04,2.72017600e-04,4.15409721e-04,4.56237072e-04
9.74000000e+00,6.87920965e-06,2.84288981e-05,7.96531458e-05,2.14354412e-04,3.45831882e-04,4.35931783e-04,4.28482336e-06,2.58719869e-05,9.20837234e-05,2.49964651e-04,3.81733399e-04,4.19251478e-04
9.76000000e+00,6.40420240e-06,2.62262183e-05,7.32434419e-05,1.94481647e-04,3.16241087e-04,4.00718098e-04,3.91424206e-06,2.36344164e-05,8.41199510e-05,2.28347949e-04,3.48722970e-04,3.82997126e-04
9.78000000e+00,5.93397226e-06,2.40768386e-05,6.71049347e-05,1.75614608e-04,2.87831790e-04,3.66463530e-04,3.55099782e-06,2.14411436e-05,7.63138027e-05,2.07158871e-04,3.16365285e-04,3.47459579e-04
9.80000000e+00,5.46364981e-06,2.19693011e-05,6.12085714e-05,1.57725561e-04,2.60521367e-04,3.32990137e-04,3.19494537e-06,1.92912918e-05,6.86621599e-05,1.86388965e-04,2.84647449e-04,3.12624683e-04
9.82000000e+00,4.98827330e-06,1.98869238e-05,5.55145525e-05,1.40760574e-04,2.34183724e-04,3.00051033e-04,2.84594236e-06,1.71840013e-05,6.11619657e-05,1.66029945e-04,2.53556826e-04,2.78478560e-04
9.84000000e+00,4.50297239e-06,1.78072569e-05,4.99688431e-05,1.24633007e-04,2.08638216e-04,2.67311319e-04,2.50384922e-06,1.51184299e-05,5.38102235e-05,1.46073690e-04,2.23081026e-04,2.45007610e-04
9.86000000e+00,4.00373574e-06,1.56995411e-05,4.44960060e-05,1.09209555e-04,1.83629134e-04,2.34315536e-04,2.16852917e-06,1.30937517e-05,4.66039960e-05,1.26512238e-04,1.93207904e-04,2.12198497e-04
9.88000000e+00,3.48865183e-06,1.35240180e-05,3.89902561e-05,9.42920669e-05,1.58797164e-04,2.00431779e-04,1.83984813e-06,1.11091573e-05,3.95404042e-05,1.07337784e-04,1.63925556e-04,1.80038151e-04
9.90000000e+00,2.95927271e-06,1.12303924e-05,3.32975360e-05,7.95775995e-05,1.33627444e-04,1.64796176e-04,1.51767465e-06,9.16385326e-06,3.26166257e-05,8.85426772e-05,1.35222310e-04,1.48513758e-04
9.92000000e+00,2.41999146e-06,8.76601280e-06,2.71969329e-05,6.46149201e-05,1.07431450e-04,1.26353611e-04,1.20187992e-06,7.25706181e-06,2.58298941e-05,7.01194188e-05,1.07086726e-04,1.17612756e-04
9.94000000e+00,1.85109047e-06,6.11275664e-06,2.03959989e-05,4.87490252e-05,7.94174048e-05,8.44071837e-05,8.92337643e-07,5.38802065e-06,1.91774977e-05,5.20606573e-05,7.95075886e-05,8.73228314e-05
9.96000000e+00,1.00937041e-06,3.43217835e-06,1.27513113e-05,3.14072713e-05,4.96629400e-05,4.19664138e-05,5.88924053e-07,3.55598252e-06,1.26567783e-05,3.43591864e-05,5.24739045e-05,5.76319137e-05
9.98000000e+00,2.77972472e-08,5.35369054e-07,3.58433522e-06,1.23683558e-05,1.62735178e-05,6.22839707e-07,2.91517815e-07,1.76021496e-06,6.26513043e-06,1.70079421e-05,2.59748964e-05,2.85281698e-05
1.00000000e+01,3.89273818e-13,3.67520343e-16,8.31759673e-16,1.20048762e-15,9.30912079e-16,3.64010207e-14,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
